"iyear","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","attacktype1","attacktype1_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","gname","motive","guncertain1","weapsubtype1","weapsubtype1_txt"
2002,160,"Philippines",5,"Southeast Asia","Camarines Sur","Ocampo",13.560981,123.374843,1,1,"Assassination",2,"Government (General)",18,"Government Personnel (excluding police, military)","Filippino Tribal Leadership","Cheiftan in Salvacion Village (Ocampo)","New People's Army (NPA)","Unknown",0,5,"Unknown Gun Type"
2002,160,"Philippines",5,"Southeast Asia","Camarines Sur","Ocampo",13.560981,123.374843,1,1,"Assassination",2,"Government (General)",18,"Government Personnel (excluding police, military)","Filippino Tribal Leadership","Cheiftan in Buenavista Village (Ocampo)","New People's Army (NPA)","Unknown",0,5,"Unknown Gun Type"
2002,205,"Thailand",5,"Southeast Asia","Narathiwat (Province)","Yala",6.190088,101.797961,4,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Thai Law Enforcement","Thai Police Officers in Narathiwat Province","Barisan Revolusi Nasional (BRN)","Unknown",1,2,"Automatic Weapon"
2002,93,"Indonesia",5,"Southeast Asia","Aceh province","Alue Glong",5.5212,95.5531,1,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Indonesian United Party","Nasri Zamzam, a legislative member of the Indonesian United Party","Free Aceh Movement (GAM)","Specific motive is unknown; the authorities blame Free Aceh Movement (GAM), who have threatened council members who refuse to join them.  GAM blames the authorities and claim that it was an attempt to stop GAM in their struggle for independence.",1,5,"Unknown Gun Type"
2002,160,"Philippines",5,"Southeast Asia","Basilan","Sumisip",6.420453,121.972908,1,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Citizens","Civilians in Basilan","Abu Sayyaf Group (ASG)","Unknown",0,23,"Knife or Other Sharp Object"
2002,160,"Philippines",5,"Southeast Asia","Sulu","Unknown",6.05519,121.001323,4,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Citizens","Indonesian Sailors","Abu Sayyaf Group (ASG)","Unknown",1,5,"Unknown Gun Type"
2002,93,"Indonesia",5,"Southeast Asia","Aceh (Special Territory)","Peureulak",5.249444,95.940278,1,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",77,"Laborer (General)/Occupation Identified","Citizens","Athletes Competing in Aceh Games","Free Aceh Movement (GAM)","Unknown",0,5,"Unknown Gun Type"
2002,160,"Philippines",5,"Southeast Asia","Davao del Sur","Davao City",7.074044,125.616549,1,3,"Bombing/Explosion",19,"Transportation",99,"Bus (excluding tourists)","Philippine Transportation Sector","Filipino Citizens","Unknown","Unknown",0,17,"Other Explosive Type"
2002,93,"Indonesia",5,"Southeast Asia","Jakarta (Special Capital Region)","Jakarta",-6.208821,106.846046,1,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Graha Cijantung Shopping Mall","Graha Cijantung Shopping Mall in Jakarta, Indonesia","Unknown","Unknown",0,16,"Unknown Explosive Type"
2002,205,"Thailand",5,"Southeast Asia","Narathiwat (Province)","Narathiwat",5.90016,101.752385,1,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office","Local Thai Government","Government Offices in Narathiwat, Thailand","Unknown","Unknown",0,29,"Sticky Bomb"
2002,205,"Thailand",5,"Southeast Asia","Narathiwat (Province)","Narathiwat",6.175784,101.502075,1,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office","Local Thai Government","Government Offices in Narathiwat, Thailand","Unknown","Unknown",0,29,"Sticky Bomb"
2002,160,"Philippines",5,"Southeast Asia","Bulacan","Paombong",14.831529,120.787805,1,2,"Armed Assault",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Philippine Army","Philippine Soldiers in Paombong, Philippines","New People's Army (NPA)","Unknown",1,5,"Unknown Gun Type"
2002,205,"Thailand",5,"Southeast Asia","Yala (Province)","Sungai Kolok",6.541147,101.280395,4,3,"Bombing/Explosion",19,"Transportation",100,"Train/Train Tracks/Trolley","Train","Thai Train that was parked 10 minutes south of Sungai Kolok","Mujahideen Islam Pattani","Unknown",1,16,"Unknown Explosive Type"
2002,205,"Thailand",5,"Southeast Asia","Narathiwat (Province)","Padi",6.154113,101.912342,1,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Thailand Police","Police Officers in Padi, Thailand","Mujahideen Islam Pattani","Unknown",1,5,"Unknown Gun Type"
2002,160,"Philippines",5,"Southeast Asia","Catanduanes","Unknown",13.584489,124.211161,4,2,"Armed Assault",3,"Police",22,"Police Building (headquarters, station, school)","Philippine Police","Police station in the Philippine province of Catanduanes","New People's Army (NPA)","Unknown",1,5,"Unknown Gun Type"
2002,160,"Philippines",5,"Southeast Asia","Maguindanao","Datu Odin Sinsuat",7.181214,124.21417,1,2,"Armed Assault",4,"Military",29,"Military Unit/Patrol/Convoy","Philippine Army","Troops conducting a routine security patrol in the Philippines","Moro Islamic Liberation Front (MILF)","Unknown",1,5,"Unknown Gun Type"
2002,205,"Thailand",5,"Southeast Asia","Narathiwat (Province)","Padi",6.125094,101.911987,3,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Thailand Police","Nam Chulathep, Chairath Chunkhong, Monsai Perkphan, Marosae Moona","Mujahideen Islam Pattani","Unknown",1,5,"Unknown Gun Type"
2002,160,"Philippines",5,"Southeast Asia","Sulu","Indanan",5.9735,120.9698,1,2,"Armed Assault",2,"Government (General)",18,"Government Personnel (excluding police, military)","Government Official","Governor Yusop Jikiri in Indanan, Philippines","Abu Sayyaf Group (ASG)","Unknown",1,5,"Unknown Gun Type"
2002,93,"Indonesia",5,"Southeast Asia","Maluku","Ambon",-3.648426,128.16576,1,3,"Bombing/Explosion",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians in the vicinity of the ice cart","Unknown","Specific motive is unknown; however, sources note that the area has been the site of violent conflict between Muslim and Christian communities",0,16,"Unknown Explosive Type"
2002,93,"Indonesia",5,"Southeast Asia","Central Sulawesi (Province)","Poso",-1.393147,120.754749,1,3,"Bombing/Explosion",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Indonesian civilians","Civilians in the city of Poso","Unknown","The attack was an attempt to disrupt the peace accord signed in December 2002 by both Muslims and Christians in South Sulawesi province; it was also to avenge Sukirman's assassination.",0,16,"Unknown Explosive Type"
2002,205,"Thailand",5,"Southeast Asia","Yala (District)","Raman",6.491822,101.3885,1,3,"Bombing/Explosion",19,"Transportation",100,"Train/Train Tracks/Trolley","Thai Rail System","Bangkok-bound rapid Train on an overpass in Raman","Unknown","Unknown",0,17,"Other Explosive Type"
2002,93,"Indonesia",5,"Southeast Asia","Central Sulawesi (Province)","Poso",-1.393147,120.754749,1,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship","Unknown","Christian Churches in the area","Unknown","The attack was an attempt to disrupt the peace accord signed in December 2002 by both Muslims and Christians in South Sulawesi province; it was also to avenge Sukirman's assassination.",0,16,"Unknown Explosive Type"
2002,93,"Indonesia",5,"Southeast Asia","Central Sulawesi (Province)","Poso",-1.393147,120.754749,1,3,"Bombing/Explosion",2,"Government (General)",18,"Government Personnel (excluding police, military)","Poso Legislative Council","Poso legislative council speaker, Murad U. Nasir","Unknown","The attack was an attempt to disrupt the peace accord signed in December 2002 by both Muslims and Christians in South Sulawesi province; it was also to avenge Sukirman's assassination.",0,16,"Unknown Explosive Type"
2002,160,"Philippines",5,"Southeast Asia","Kalinga","Lubuagan",17.3548,121.1747,1,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Filipino Police","Police of Kalinga Provice: Nestor Miranda, Arthur Ambatcan, Nestor Mahiway, Antonio Gumerang","New People's Army (NPA)","The attack was in response to President Gloria Arroyo's order to redeploy troops to counter the communist insurgency.",0,5,"Unknown Gun Type"
2002,93,"Indonesia",5,"Southeast Asia","Central Sulawesi","Mayoa",-2.143056,120.728611,1,2,"Armed Assault",18,"Tourists",97,"Tourist","Italian tourist","Lorenzo Taddei, an Italian tourist","Gunmen","Unknown",0,2,"Automatic Weapon"
2002,93,"Indonesia",5,"Southeast Asia","Aceh (Province)","Banda Aceh",5.554139,95.316668,1,3,"Bombing/Explosion",14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)","Blang Padang Football Field","Civilians at the Blang Padang football field","Free Aceh Movement (GAM)","Unknown",1,7,"Grenade"
2002,160,"Philippines",5,"Southeast Asia","Sulu","Jolo",6.053752,120.999948,1,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",69,"Religion Identified","Jehovah's Witness","Six Jehovah's Witnesses near Jolo","Abu Sayyaf Group (ASG)","To oppose Jehovah's Witnesses proselytizing and to obtain $300,000 in ransom.",0,23,"Knife or Other Sharp Object"
2002,93,"Indonesia",5,"Southeast Asia","Sulawesi Tengah (Province)","Kasintuwu",-1.384606,120.757265,1,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office","Poso Forestry Office","Poso Forestry Office","Unknown","Unknown",0,16,"Unknown Explosive Type"
2002,93,"Indonesia",5,"Southeast Asia","Central Sulawesi (Province)","Poso",-1.393147,120.754749,1,3,"Bombing/Explosion",3,"Police",25,"Police Security Forces/Officers","Poso Police","Policeman Fitriyadi","Unknown","Unknown",0,16,"Unknown Explosive Type"
2002,160,"Philippines",5,"Southeast Asia","Negros Oriental","Guihulngan",10.120328,123.271863,1,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Philippine Police","Senior Inspector Leopito Gallego","New People's Army (NPA)","Unknown",0,2,"Automatic Weapon"
2002,93,"Indonesia",5,"Southeast Asia","Maluku","Kulur",-3.389506,127.980532,1,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Three females in Kulur village","Gunmen","Unknown",0,5,"Unknown Gun Type"
2002,93,"Indonesia",5,"Southeast Asia","North Maluku","Pangeo",2.553629,128.610928,1,2,"Armed Assault",14,"Private Citizens & Property",76,"House/Apartment/Residence","Civilians and civilian property","Civilians and civilian homes in Pangeo","Gunmen","Specific motive is unknown; however, the area has been riddled with sectarian violence between Muslims and Christians.  The village that was attacked was atypical for the area, given that Christians and Muslims were living together.",0,5,"Unknown Gun Type"
2002,93,"Indonesia",5,"Southeast Asia","North Maluku","Korago",2.495129,128.637253,2,2,"Armed Assault",14,"Private Citizens & Property",76,"House/Apartment/Residence","Civilians and civilian property","Civilians and civilian homes in Korago","Gunmen","Specific motive is unknown; however, the area has been riddled with sectarian violence between Muslims and Christians.  The village that was attacked was atypical for the area, given that Christians and Muslims were living together.",0,5,"Unknown Gun Type"
2002,93,"Indonesia",5,"Southeast Asia","North Maluku","Losuo",0.783333,127.366667,4,2,"Armed Assault",14,"Private Citizens & Property",76,"House/Apartment/Residence","Civilians and civilian property","Civilians and civilian homes in Losuo","Gunmen","Specific motive is unknown; however, the area has been riddled with sectarian violence between Muslims and Christians.  The village that was attacked was atypical for the area, given that Christians and Muslims were living together.",0,5,"Unknown Gun Type"
2002,160,"Philippines",5,"Southeast Asia","Basilan","Tuburan",6.644421,122.273133,1,2,"Armed Assault",12,"NGO",62,"International NGO","U.S. Humanitarian mission","US aid workers operating near Tuburan","Abu Sayyaf Group (ASG)","Unknown",1,5,"Unknown Gun Type"
2002,160,"Philippines",5,"Southeast Asia","Zamboanga Sibugay","Zamboanga City",6.911412,122.077945,1,3,"Bombing/Explosion",1,"Business",2,"Restaurant/Bar/Café","Civilians","Civilians at a restaurant in Zamboanga, Philippines","Abu Sayyaf Group (ASG)","Unknown",1,15,"Vehicle"
2002,160,"Philippines",5,"Southeast Asia","Zamboanga Sibugay","Zamboanga City",6.911412,122.077945,1,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship","Christian Church","Christian church in Zamboanga, Philippines","Abu Sayyaf Group (ASG)","Unknown",1,7,"Grenade"
2002,160,"Philippines",5,"Southeast Asia","Metropolitan Manila","Manila",14.600118,120.979554,1,7,"Facility/Infrastructure Attack",16,"Telecommunication",90,"Telephone/Telegraph","BayanTel","Bayan Tel mobile phone relay station south of Manila, Philippines","New People's Army (NPA)","Unknown",0,18,"Arson/Fire"
2002,93,"Indonesia",5,"Southeast Asia","Aceh","Gapui",5.353521,95.906296,1,2,"Armed Assault",8,"Educational Institution",48,"Teacher/Professor/Instructor","Civilian","A teacher in Gapui","Free Aceh Movement (GAM)","Unknown",1,5,"Unknown Gun Type"
2002,93,"Indonesia",5,"Southeast Asia","Maluku","Ambon",-3.648426,128.16576,1,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Civilians","Civilians in the vicinity of a marketplace in the Christian quarter of Ambon","Extremists","Specific motive is unknown; however, authorities speculate that the attack was perpetrated in order to undermine a peace-agreement reached in February between Muslims and Christians.",1,16,"Unknown Explosive Type"
2002,160,"Philippines",5,"Southeast Asia","North Cotabato","Kidapawan",7.013087,125.089613,1,3,"Bombing/Explosion",19,"Transportation",101,"Bus Station/Stop","Civilians","Civilians in a bus terminal in Kidapawan, Philippines","Unknown","Unknown",0,16,"Unknown Explosive Type"
2002,93,"Indonesia",5,"Southeast Asia","North Sulawesi (Province)","Manado",1.491701,124.842843,1,3,"Bombing/Explosion",7,"Government (Diplomatic)",45,"Diplomatic Personnel (outside of embassy, consulate)","Philippines Ministry of Foreign Affairs","Philippines Consulate general office in Manado, Indonesia","Unknown","Unknown",0,16,"Unknown Explosive Type"
2002,93,"Indonesia",5,"Southeast Asia","Bali (Province)","Kuta",-8.722791,115.17229,1,3,"Bombing/Explosion",1,"Business",2,"Restaurant/Bar/Café","Paddy's Bar","Foreign tourists","Jemaah Islamiya (JI)","Amrozi and Samudra admitted that the explosion targeted Westerners to avenge perceived injustice against Muslims worldwide.",0,15,"Vehicle"
2002,93,"Indonesia",5,"Southeast Asia","Bali (Province)","Kuta",-8.722791,115.17229,1,3,"Bombing/Explosion",1,"Business",2,"Restaurant/Bar/Café","Sari Club","Foreign tourists","Jemaah Islamiya (JI)","Amrozi and Samudra admitted that the explosion targeted Westerners to avenge perceived injustice against Muslims worldwide.",0,15,"Vehicle"
2002,93,"Indonesia",5,"Southeast Asia","Bali (Province)","Denpasar",-8.656378,115.221806,1,3,"Bombing/Explosion",7,"Government (Diplomatic)",46,"Embassy/Consulate","U.S. Department of State","United States Consulate in Denpasar, Bali","Jemaah Islamiya (JI)","To attack U.S. interests.",1,16,"Unknown Explosive Type"
2002,160,"Philippines",5,"Southeast Asia","Zamboanga Sibugay","Zamboanga City",6.911412,122.077945,1,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Civilians","Civilians in a shopping mall in Zamboanga, Philippines","Abu Sayyaf Group (ASG)","Unknown",1,16,"Unknown Explosive Type"
2002,160,"Philippines",5,"Southeast Asia","Zamboanga Sibugay","Zamboanga City",6.911412,122.077945,1,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Civilians","Civilians in a shopping mall in Zamboanga, Philippines","Abu Sayyaf Group (ASG)","Unknown",1,16,"Unknown Explosive Type"
2002,160,"Philippines",5,"Southeast Asia","Metropolitian Manila","Quezon City",14.676323,121.043985,1,3,"Bombing/Explosion",19,"Transportation",99,"Bus (excluding tourists)","Civilians","Civilians on a bus in Quezon City, Philippines","Abu Sayyaf Group (ASG)","Unknown",1,16,"Unknown Explosive Type"
2002,160,"Philippines",5,"Southeast Asia","Zamboanga Sibugay","Zamboanga City",6.911412,122.077945,1,3,"Bombing/Explosion",14,"Private Citizens & Property",80,"Memorial/Cemetery/Monument","Civilians","Civilians near a Catholic shrine in Zamboanga, Philippines","Abu Sayyaf Group (ASG)","Unknown",1,16,"Unknown Explosive Type"
2002,160,"Philippines",5,"Southeast Asia","Leyte","Ormoc",11.005185,124.608328,1,1,"Assassination",2,"Government (General)",18,"Government Personnel (excluding police, military)","Batuan Village Council","Sali Tiron, Batuan village chairman","New People's Army (NPA)","To assassinate Sali Tiron.",1,5,"Unknown Gun Type"
2002,160,"Philippines",5,"Southeast Asia","Tawi Tawi","Bongao",5.032286,119.772924,1,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",77,"Laborer (General)/Occupation Identified","Civilian","Lin Yusu, a Taiwanese merchant","Abu Sayyaf Group (ASG)","Unknown",1,5,"Unknown Gun Type"
2002,93,"Indonesia",5,"Southeast Asia","West Java (Province)","Bandung",-6.908704,107.610683,1,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Civilians","Civilians at a shopping mall in Bandung, Indonesia","Unknown","Unknown",0,16,"Unknown Explosive Type"
2002,160,"Philippines",5,"Southeast Asia","Pangasinan","Calasiao",16.044137,120.339032,1,3,"Bombing/Explosion",8,"Educational Institution",49,"School/University/Educational Building","Philippine College of Science and Technology","Philippine College of Science and Technology in Calasiao, Philippines","Unknown","Unknown",0,16,"Unknown Explosive Type"
2002,205,"Thailand",5,"Southeast Asia","Pattani province","Pattani",6.869484,101.250483,1,3,"Bombing/Explosion",1,"Business",8,"Hotel/Resort","A hotel","My Garden Hotel in Pattini","Unknown","Specific motive is unknown; however, the incident occurred during a rash of bombings in the country.  Authorities believe that the explosion was not intended to hurt anyone but was intended to make ""political noise""",0,16,"Unknown Explosive Type"
2002,160,"Philippines",5,"Southeast Asia","Lanao del Norte","Magsaysay",8.045737,123.94326,1,7,"Facility/Infrastructure Attack",14,"Private Citizens & Property",69,"Religion Identified","Civilians","A Filipino Islam convert in Lanao del Norte province","Moro Islamic Liberation Front (MILF)","Unknown",0,5,"Unknown Gun Type"
2002,93,"Indonesia",5,"Southeast Asia","Aceh (Special Territory)","Teupin Peunti",5.072926,97.177953,2,6,"Hostage Taking (Kidnapping)",1,"Business",4,"Multinational Corporation","Civilians","ExxonMobil workers in Teupin Peunti","Free Aceh Movement (GAM)","Unknown",1,5,"Unknown Gun Type"
2002,205,"Thailand",5,"Southeast Asia","Narathiwat (Province)","Narathiwat",6.254148,101.729605,1,7,"Facility/Infrastructure Attack",8,"Educational Institution",49,"School/University/Educational Building","Temple School","A temple school in Narathiwat's Ra-ngae district","Young Liberators of Pattani","Unknown",0,18,"Arson/Fire"
2002,93,"Indonesia",5,"Southeast Asia","South Sulawesi (Province)","Makassar",-5.133333,119.416667,1,3,"Bombing/Explosion",1,"Business",4,"Multinational Corporation","Civilians","Indiscriminate civilians at a McDonalds at the Ratu Indah shopping mall in Makassar, Indonesia","Unknown","Unknown",0,16,"Unknown Explosive Type"
2002,160,"Philippines",5,"Southeast Asia","Maguindanao","Datu Piang",7.029702,124.500663,1,1,"Assassination",2,"Government (General)",18,"Government Personnel (excluding police, military)","Mayor of Datu Piang","The home of Saudie Ampatuan, Mayor of Datu Piang","Moro Islamic Liberation Front (MILF)","Unknown",1,12,"Remote Trigger"
2003,160,"Philippines",5,"Southeast Asia","Sultan Kudarat","Tacurong",6.697343,125.082779,1,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Public Market Square","Fireworks section of Public Market","Moro Islamic Liberation Front (MILF)","Unknown",0,7,"Grenade"
2003,93,"Indonesia",5,"Southeast Asia","Papua (Province)","Jayapura",-2.528781,140.713463,1,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Papua Police Department","Police Investigators","Unknown","Unknown",0,5,"Unknown Gun Type"
2003,347,"East Timor",5,"Southeast Asia","Atsabe (District)","Tiarelelo",-8.925,125.375833,1,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians in Tiarelelo, Timor-Leste","Pro-Indonesia extremists","Unknown",0,2,"Automatic Weapon"
2003,160,"Philippines",5,"Southeast Asia","South Cotabato","Tupi",6.333333,124.95,1,2,"Armed Assault",4,"Military",29,"Military Unit/Patrol/Convoy","Philippines Defense Force","Patrolling soldiers in Tupi town, South Cotabato Province","Unknown","Unknown",0,2,"Automatic Weapon"
2003,160,"Philippines",5,"Southeast Asia","Sultan Kudarat","Isulan",6.637796,124.599145,1,1,"Assassination",17,"Terrorists/Non-State Militia",93,"Terrorist","Moro Islamic Liberation Front (MILF)","Peace negotiator Edu Abdulah","Unknown","Unknown",0,5,"Unknown Gun Type"
2003,93,"Indonesia",5,"Southeast Asia","Unknown","Medan",3.585242,98.675598,1,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Marketplace","Sukaramai market","Unknown","Unknown",0,14,"Time Fuse"
2003,160,"Philippines",5,"Southeast Asia","South Cotabato","Polomolok",6.217814,125.065915,1,1,"Assassination",17,"Terrorists/Non-State Militia",93,"Terrorist","Moro Islamic Liberation Front (MILF)","Commander Abdulrahjak Kabalu Siambal","Unknown","Unknown",0,5,"Unknown Gun Type"
2003,160,"Philippines",5,"Southeast Asia","Negros Occidental","Balintawak",10.841391,123.498609,1,3,"Bombing/Explosion",16,"Telecommunication",90,"Telephone/Telegraph","Globe Cell","Globe cell site in Balintawak in the Philippines","New People's Army (NPA)","Unknown",0,20,"Gasoline or Alcohol"
2003,160,"Philippines",5,"Southeast Asia","Lanao del Norte","lligan",8.228021,124.245242,1,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Civilians","Palao public market","Moro Islamic Liberation Front (MILF)","Attack was suspected to be an attempt to draw military resources away from fighting on Mindano Island.",1,14,"Time Fuse"
2003,93,"Indonesia",5,"Southeast Asia","South Sulawesi (Province)","Palopo",-3,120.2,1,3,"Bombing/Explosion",1,"Business",2,"Restaurant/Bar/Café","Samppodo Indah café","Samppodo Indah café in Palopo, Indonesia","Unknown","Unknown",0,16,"Unknown Explosive Type"
2003,160,"Philippines",5,"Southeast Asia","Albay","Guinobatan",13.192288,123.59917,1,1,"Assassination",17,"Terrorists/Non-State Militia",93,"Terrorist","New People's Army","Former New People's Army member Edgardo Ocfemia","New People's Army (NPA)","Unknown",1,5,"Unknown Gun Type"
2003,160,"Philippines",5,"Southeast Asia","Benguet","La Trinidad",16.450018,120.57759,1,3,"Bombing/Explosion",19,"Transportation",99,"Bus (excluding tourists)","Mini-Bus","La Trinidad Mini-Bus","New People's Army (NPA)","Unknown",1,16,"Unknown Explosive Type"
2003,93,"Indonesia",5,"Southeast Asia","Maluku (Province)","Ambon",-3.648426,128.16576,1,3,"Bombing/Explosion",2,"Government (General)",18,"Government Personnel (excluding police, military)","Gotong Royong Cabinet","Four visiting members of the Gotong Royong cabinet","Unknown","Unknown",0,16,"Unknown Explosive Type"
2003,160,"Philippines",5,"Southeast Asia","Zamboanga del Norte","Kalawit",7.905643,122.529809,1,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",69,"Religion Identified","Civilians","Three Christian Bird Hunters","Muslim extremists","Unknown",0,2,"Automatic Weapon"
2003,160,"Philippines",5,"Southeast Asia","Zamboanga del Sur","Pagadian",7.827028,123.436368,1,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Communist Party Leaders","Oscar Dahiroc","Unknown","Unknown",0,5,"Unknown Gun Type"
2003,138,"Myanmar",5,"Southeast Asia","Shan (State)","Kengtaung-Kenghkam",21.291422,99.606854,1,2,"Armed Assault",1,"Business",5,"Industrial/Textiles/Factory","Tun Myat Aung Co Ltd (Timber Company)","Tun Myat Aung Co Ltd Employees","Shan United Revolutionary Army","The assault was suspected of being the result of a failed extortion.",1,2,"Automatic Weapon"
2003,160,"Philippines",5,"Southeast Asia","Nueva Ecija","Rizal",15.7118,121.1061,1,3,"Bombing/Explosion",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians near Rizal in the Philippines","Unknown","Unknown",0,7,"Grenade"
2003,160,"Philippines",5,"Southeast Asia","Northern Samar","Catarman",12.503525,124.637103,1,1,"Assassination",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Philippines Defense Force","Major Danilo Billon","New People's Army (NPA)","Unknown",1,5,"Unknown Gun Type"
2003,160,"Philippines",5,"Southeast Asia","Maguindanao","Cotabato City",7.223452,124.251423,1,3,"Bombing/Explosion",19,"Transportation",101,"Bus Station/Stop","Weena Bus Lines","Cotabato City Weena Bus Lines terminal in the Philippines","Unknown","Investigators suspected that the attack was motivated by extortion.",0,7,"Grenade"
2003,160,"Philippines",5,"Southeast Asia","Cavite","Dapdap",14.437222,120.962449,1,7,"Facility/Infrastructure Attack",16,"Telecommunication",90,"Telephone/Telegraph","Globe Telecom","Cellular Communications Tower","New People's Army (NPA)","Unknown",1,5,"Unknown Gun Type"
2003,93,"Indonesia",5,"Southeast Asia","Jakarta (Capital City District)","Jakarta",-6.208821,106.846046,1,3,"Bombing/Explosion",3,"Police",22,"Police Building (headquarters, station, school)","Indonesia National Police","Indonesia National Police Headquarters","Unknown","Unknown",0,14,"Time Fuse"
2003,108,"Laos",5,"Southeast Asia","Louangphrabang (District)","Vang Vieng",18.932214,102.449384,1,2,"Armed Assault",18,"Tourists",97,"Tourist","Civilians","Tourists traveling on a bus between Vientiane and Luang Prabang","Unknown","Unknown",0,2,"Automatic Weapon"
2003,160,"Philippines",5,"Southeast Asia","Davao del Norte","Talaingod",7.682231,125.43889,1,2,"Armed Assault",4,"Military",29,"Military Unit/Patrol/Convoy","Armed Forces of the Philippines","Philippine Army patrol in Talaingod, Davao del Norte province","New People's Army (NPA)","Unknown",0,5,"Unknown Gun Type"
2003,160,"Philippines",5,"Southeast Asia","Maguindanao","Parang",7.374077,124.266678,1,3,"Bombing/Explosion",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Philippines Army","Philippine Army First Marine Brigade, Parang, Maguindanao","Moro Islamic Liberation Front (MILF)","Unknown",1,11,"Projectile (rockets, mortars, RPGs, etc.)"
2003,160,"Philippines",5,"Southeast Asia","Maguindanao","Matanog",7.51611,124.25639,1,2,"Armed Assault",4,"Military",29,"Military Unit/Patrol/Convoy","Philippine Army","Truck convoy of the 64th Infantry Brigade in Matanog, Maguindanao","Moro Islamic Liberation Front (MILF)","Unknown",0,5,"Unknown Gun Type"
2003,160,"Philippines",5,"Southeast Asia","Maguindanao","Salbu",6.934777,124.424028,1,2,"Armed Assault",4,"Military",27,"Military Barracks/Base/Headquarters/Checkpost","Philippine Army","Philippine Army command post, Shariff Aguak, Maguindanao","Moro Islamic Liberation Front (MILF)","Unknown",0,5,"Unknown Gun Type"
2003,160,"Philippines",5,"Southeast Asia","Lanao del Norte","Kauswagan",8.192226,124.084918,1,2,"Armed Assault",4,"Military",27,"Military Barracks/Base/Headquarters/Checkpost","Philippine Army","Philippine Army 26th Infantry Battalion Headquarters, Kauswagan, Lanao del Sur","Moro Islamic Liberation Front (MILF)","Unknown",0,5,"Unknown Gun Type"
2003,36,"Cambodia",5,"Southeast Asia","Phnom Penh (Municipality)","Phnom Penh",11.558831,104.917445,1,1,"Assassination",22,"Violent Political Party",109,"Party Official/Candidate/Other Personnel","National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia (FUNCINPEC)","Royal Adviser: Om Radsady","Unknown","Unknown",0,3,"Handgun"
2003,160,"Philippines",5,"Southeast Asia","Zamboanga del Norte","Unknown",8.588406,123.33978,4,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Village of Poblacion","Villagers of Poblacion","Moro Islamic Liberation Front (MILF)","Unknown",1,2,"Automatic Weapon"
